Frames Analyzed,Elapsed Time (s),FPS,CPU Load, Memory usage Percentage
87,5.777342087,15.058833270023085,0.0,0.9611167780238165
105,10.91833187,20.60143789120963,0.0,0.9949052835797392
103,16.029905152,20.152249099332497,0.0,1.029359836630998
103,21.14035909,20.15654455869742,0.0,1.06363381855606
103,26.246956361,20.171925327399183,0.0,1.0980851143823394
103,31.359915912,20.146944489792023,0.0,1.1325364102086188
103,36.457676292,20.206706227755024,0.0,1.1497620581217585
103,41.581678366,20.103480381665396,0.0,1.184205385703885
103,46.675417023,20.224048957284438,0.0,1.2185531384478958
102,51.727597829,20.19140393054959,0.0,1.2530012818813532
102,56.791543358,20.144261716232627,0.0,1.287503132926936
102,61.845589088,20.183802834859193,0.0,1.3217072660655254
102,66.898332334,20.189676947710705,0.0,1.3395776923796563
102,71.956151434,20.169167456470994,0.0,1.3740375674895307
102,77.041160537,20.06062087554741,0.0,0.5126953453660638
103,82.13350266,20.228030485541414,0.0,0.5414235001904861
102,87.179207649,20.2177347196356,0.0,0.5758836937580014
102,92.248163863,20.12469395327278,0.0,0.6103970198155032
102,97.307231389,20.163506869566138,0.0,0.6448596720260373
102,102.360312603,20.18774647766426,0.0,0.6793247895574733
102,107.42594214,20.137944147429675,0.0,0.6970963916805784
102,112.479239225,20.187260727548253,0.0,0.7310204975181143
102,117.537343294,20.167556867075504,0.0,0.7654855222494621
102,122.591073342,20.184819585478305,0.0,0.7999483930557201
102,127.65278312,20.152674707589803,0.0,0.8344133249874794
102,132.72215227,20.12318666768902,0.0,0.8691801596004719
102,137.778770238,20.17561517285753,0.0,0.9036570668064148
102,142.832903087,20.18310960369859,0.0,0.9208955204093863
102,147.896348048,20.145970783564213,0.0,0.9553672810357831
102,152.951193674,20.180627074587754,0.0,0.9898440025150499
102,158.009968947,20.16456023607875,0.0,1.024312447056439
102,163.083099691,20.107494825040508,0.0,1.0587888899494435
102,168.138916415,20.176427664305002,0.0,1.0932623881707064
102,173.189021618,20.199976807733293,0.0,1.1105005631866651
102,178.246189134,20.170916947714232,0.0,1.1449769132185827
102,183.31031312,20.14310001075302,0.0,1.1795326889963205
102,188.373853779,20.14564652244864,0.0,1.2140195360533508
102,193.422460048,20.205374730427838,0.0,1.2484984399474466
102,198.485194952,20.148942599562144,0.0,1.2829773438415424
102,203.539867219,20.180798954775803,0.0,1.3002167957885904
102,208.602341107,20.149800507413698,0.0,1.3347963734986739
102,213.661293027,20.164573961151543,0.0,1.3692705008108497
102,218.721170017,20.16040288947599,0.0,1.40375181961354
102,223.781060384,20.160727912711,0.0,1.438229264037967
102,228.848266028,20.13127042505375,0.0,0.5105092921684515
102,233.896689541,20.206056955192295,0.0,0.5418520825279857
102,238.956978756,20.158411162602075,0.0,0.5596319907823332
102,244.0153474,20.166129954607868,0.0,0.5935723224086957
102,249.074825915,20.162268769682807,0.0,0.6280466880117396
102,254.137307553,20.15007712249408,0.0,0.6625274494978066
102,259.193169282,20.17717813542978,0.0,0.6970082109838736
102,264.251282177,20.167074488443387,0.0,0.7314889724699405
102,269.313403839,20.151565133114076,0.0,0.7659676705850266
102,274.373078074,20.161455533179563,0.0,0.7831964011166991
102,279.430423055,20.17017797070908,0.0,0.8176765588634208
102,284.491347351,20.156136687034795,0.0,0.8521532733625695
102,289.553591678,20.150950286554238,0.0,0.8866332917878293
102,294.606187471,20.189707343648212,0.0,0.9211133102130892
98,299.682588219,19.307993323248624,0.0,0.9555933286383491
77,304.771415886,15.132920835591465,0.0,0.972833337850979
