time,sensorValue1,sensorValue2,sensorValue3,sensorValue4,sensorValue5,xPos,yPos,theta,rawAngle1,rawAngle2,xGyro,yGyro,zGyro,xAccel,yAccel,zAccel,Temp,Frame
1,3258,2461,2218,3832,2567,-0.08368752,0.09172779,0.60569984,149,1087,-109.32061,0.24427481,15.687023,-0.2489624,0.001953125,-1.765564,36.53,4
1,3896,2388,2220,2317,3924,-0.08336595,0.0919505,0.47500467,406,847,-109.32061,0.24427481,15.687023,-0.1239624,0.001953125,-1.718689,36.53,0
1,2388,2357,2322,2231,2900,-0.08003059,0.0936658,0.34799105,729,687,-109.32061,0.24427481,15.687023,-0.1239624,0.001953125,-1.734314,36.53,0
1,849,2567,3903,2156,272,-0.05615671,0.098565385,0.021647612,1882,599,-109.32061,0.24427481,15.687023,-0.2489624,0.001953125,-1.765564,36.53,1
1,849,2566,3902,2156,272,-0.056133706,0.098565884,0.02191058,1882,600,-109.32061,0.24427481,15.687023,-0.2489624,0.001953125,-1.765564,36.53,0
1,848,2565,3902,2156,272,-0.056133706,0.098565884,0.02191058,1882,600,-109.32061,0.24427481,15.687023,-0.2489624,0.001953125,-1.781189,36.53,0
1,849,2566,3905,2153,272,-0.056133706,0.098565884,0.02191058,1882,600,-109.32061,0.24427481,15.687023,-0.2489624,0.001953125,-1.781189,36.53,0
1,849,2566,3902,2155,272,-0.056133706,0.098565884,0.02191058,1882,600,-109.32061,0.24427481,15.687023,-0.2489624,0.001953125,-1.781189,36.53,0
1,848,2566,3903,2157,272,-0.056133706,0.098565884,0.02191058,1882,600,-109.32061,0.24427481,15.687023,-0.2489624,0.001953125,-1.781189,36.53,0
1,849,2565,3902,2155,273,-0.05615671,0.09856538,0.021647612,1882,599,-109.32061,0.24427481,15.687023,-0.2489624,0.001953125,-1.781189,36.53,0
1,849,2566,3901,2155,272,-0.05615671,0.09856538,0.021647612,1882,599,-109.32061,0.24427481,15.687023,-0.2489624,0.001953125,-1.765564,36.53,0
1,848,2566,3903,2155,272,-0.05615671,0.09856538,0.022173548,1881,600,-109.32061,0.24427481,15.687023,-0.2489624,0.001953125,-1.765564,36.53,0
1,850,2567,3903,2155,272,-0.05615671,0.09856501,0.021647612,1882,599,-109.32061,0.24427481,15.687023,-0.2489624,0.001953125,-1.812439,36.53,0
1,849,2566,3903,2157,273,-0.05615671,0.09856501,0.021647612,1882,599,-109.32061,0.24427481,15.687023,-0.2489624,0.001953125,-1.812439,36.53,0
1,811,2566,3898,2131,273,-0.055558596,0.09857796,0.015336377,1907,600,-109.32061,0.24427481,15.687023,-0.2489624,0.001953125,-1.812439,36.53,0
1,852,3647,2855,2149,266,-0.052705728,0.09862172,-0.017271671,2031,600,-109.32061,0.24427481,15.687023,-0.1239624,0.001953125,-1.734314,36.53,1
1,831,3887,2476,2128,272,-0.04911675,0.09855972,-0.0582947,2187,600,-109.32061,0.24427481,15.687023,-0.1239624,0.001953125,-1.749939,36.53,0
1,693,3255,2272,2285,278,-0.043902416,0.09825541,-0.11798847,2414,600,-109.32061,0.24427481,15.687023,-0.1239624,0.001953125,-1.718689,36.53,0
1,818,2297,1923,3863,304,-0.035996407,0.09731824,-0.20950137,2761,599,-109.32061,0.24427481,15.687023,-0.2489624,0.001953125,-1.781189,36.53,0
1,935,2185,2250,3866,441,-0.024585562,0.094892055,-0.3423003,3267,600,-109.32061,0.24427481,15.687023,-0.1239624,0.001953125,-1.734314,36.53,1
1,1057,1995,2254,3494,515,-0.018603316,0.09276042,-0.45432472,3618,525,-109.32061,0.24427481,15.687023,-0.2489624,0.001953125,-1.765564,36.53,1
1,687,2161,2236,3791,316,-0.018272508,0.092598855,-0.5600379,3827,332,-109.32061,0.24427481,15.687023,-0.1239624,0.001953125,-1.749939,36.53,2
1,276,2116,2053,3791,256,-0.020085508,0.09373561,-0.66233253,3975,91,-109.32061,0.24427481,15.687023,-0.2489624,0.001953125,-1.796814,36.53,1
1,275,2044,1802,3823,297,-0.022643888,0.09573077,-0.7614715,4093,3928,-109.32061,0.24427481,15.687023,-0.2489624,0.001953125,-1.812439,36.53,2
1,715,2047,1929,3826,1289,-0.025408605,0.09836625,-0.8598216,101,3658,-109.32061,0.24427481,15.687023,-0.1239624,0.001953125,-1.749939,36.53,2
1,1284,2246,1992,2878,1979,-0.028246537,0.10166148,-0.95948654,196,3374,-109.32061,0.24427481,15.687023,-0.1239624,0.001953125,-1.749939,36.53,2
1,1918,3814,1886,1524,2252,-0.030993428,0.10558074,-1.0573107,278,3084,-109.32061,0.24427481,15.687023,-0.1239624,0.001953125,-1.734314,36.53,2
1,2180,3827,1667,2065,2339,-0.03350264,0.11003014,-1.1535571,350,2790,-109.32061,0.24427481,15.687023,-0.1239624,0.001953125,-1.734314,36.53,2
1,2275,3801,1440,2271,2409,-0.035712525,0.1150156,-1.2479626,411,2492,-109.32061,0.24427481,15.687023,-0.1239624,0.001953125,-1.734314,36.53,1
1,2283,2566,3626,2315,2395,-0.03755211,0.120514505,-1.3394755,459,2192,-109.32061,0.24427481,15.687023,-0.1239624,0.001953125,-1.734314,36.53,2
2,2166,2323,3727,2236,2285,-0.038923685,0.12633768,-1.4309884,503,1888,-109.32061,0.24427481,15.687023,-0.2489624,0.001953125,-1.781189,36.53,3
2,2191,2450,3794,2283,2305,-0.03981829,0.13269475,-1.5148753,523,1589,-109.32061,0.24427481,15.687023,-0.1239624,0.001953125,-1.749939,36.53,1
2,2184,2421,3601,2276,2308,-0.04018353,0.1392193,-1.5937657,531,1297,-109.32061,0.24427481,15.687023,-0.1239624,0.001953125,-1.734314,36.53,2
2,2087,2395,2274,2209,2272,-0.040036086,0.14563732,-1.6676598,532,1017,-109.32061,0.24427481,15.687023,-0.1239624,0.001953125,-1.734314,36.53,2
2,2120,2385,2263,2176,2213,-0.039437477,0.15179792,-1.7383982,532,748,-109.32061,0.24427481,15.687023,-0.1239624,0.001953125,-1.734314,36.53,1
2,1931,2197,2120,2014,1888,-0.03844332,0.15767393,-1.805981,531,490,-109.32061,0.24427481,15.687023,-0.1239624,0.001953125,-1.749939,36.53,2
2,1622,2007,1969,1822,1659,-0.037070703,0.16340226,-1.872249,529,236,-109.32061,0.24427481,15.687023,-0.1239624,0.001953125,-1.749939,36.53,1
2,1394,1767,1650,1530,1504,-0.035335436,0.16898318,-1.9406207,532,4075,-109.32061,0.24427481,15.687023,-0.2489624,0.001953125,-1.781189,36.53,2
2,1183,1403,1179,1018,1586,-0.033173043,0.17456123,-2.0089924,532,3815,-109.32061,0.24427481,15.687023,-0.1239624,0.001953125,-1.734314,36.53,2
2,1281,1034,766,704,1701,-0.030556513,0.1801452,-2.078942,531,3548,-109.32061,0.24427481,15.687023,-0.1239624,0.001953125,-1.749939,36.53,1
2,1540,857,629,979,2085,-0.027421756,0.18577388,-2.153625,533,3266,-109.32061,0.24427481,15.687023,-0.2489624,0.001953125,-1.765564,36.53,2
2,1669,791,640,1138,2205,-0.023749119,0.19134508,-2.2293599,532,2977,-109.32061,0.24427481,15.687023,-0.2489624,0.001953125,-1.781189,36.53,1
2,1615,609,635,826,2147,-0.020003434,0.19618568,-2.3124578,557,2686,-109.32061,0.24427481,15.687023,-0.2489624,0.001953125,-1.781189,36.53,2
2,1677,834,850,721,2118,-0.021246905,0.19482839,-2.4697127,896,2427,-109.32061,0.24427481,15.687023,-0.2489624,0.001953125,-1.796814,36.53,2
