Frames Analyzed,Elapsed Time (s),FPS,CPU Load, Memory usage Percentage
69,5.065349425,13.621972824317414,0.0,57.16415386667221
77,10.156099551,15.126598931478858,0.0,59.97932493828737
77,15.242180935,15.140122769214567,0.0,61.34850187365408
77,20.367042727,15.02546773851771,0.0,24.61473188562374
77,25.422334017,15.232811376949853,0.0,21.292672084411006
77,30.510681335,15.136466709822475,0.0,22.569485363439238
77,35.604151836,15.11814061856592,0.0,23.795499144239848
77,40.732806165,15.014495055924893,0.0,25.11236040301044
77,45.78497937,15.250391052904062,0.0,26.45411266034239
77,50.861556089,15.171080498761707,0.0,27.76093215420332
77,55.953369675,15.123018014256434,0.0,29.01215405058651
77,61.040020816,15.138574601430733,0.0,30.248591689057157
77,66.12861234,15.132680059688456,0.0,31.49612504274131
77,71.214317382,15.141312942600868,0.0,32.745014012357736
76,76.249279954,15.095303941237631,0.0,34.09870520185194
77,81.333927864,15.14452816890982,0.0,35.537486918246735
77,86.419383195,15.141972651746531,0.0,36.79644794026396
77,91.507969582,15.13329610129766,0.0,38.05715906013001
77,96.598847756,15.125911504443907,0.0,39.29271479280476
77,101.682298724,15.147952574834147,0.0,40.540648062730625
77,106.77379103,15.124147441275845,0.0,41.80018065805658
77,111.865212124,15.124628775709677,0.0,43.189334379934856
77,116.951474237,15.139985641328064,0.0,43.840755156928545
77,122.039837642,15.133490648982225,0.0,45.08209582408092
77,127.12830392,15.133159343902042,0.0,46.343070752738576
77,132.217563354,15.131352047288704,0.0,47.738182675655615
77,137.302495157,15.143590434952387,0.0,49.14104752778605
76,142.330948465,15.114768503595759,0.0,50.5039852798628
77,147.41611644,15.14286215298125,0.0,51.840965154041406
77,152.512769762,15.108633881535226,0.0,66.58692655362826
39,157.601306881,7.66466089310677,0.0,38.46086903442087
79,162.708677572,15.468997733979418,0.0,12.244144257594543
77,167.786284634,15.166487453016655,0.0,10.196480355756163
77,172.866311045,15.158456597148138,0.0,10.833229543852827
77,178.003312302,14.995634433901389,0.0,11.572350735276066
77,183.03842976,15.293527540982721,0.0,12.251665577852282
76,188.073327681,15.095521831356898,0.0,16.16032911216254
77,193.151382547,15.164138341839344,0.0,12.864974477822107
77,198.241877965,15.127065343072234,0.0,21.180916084576175
77,203.328552131,15.13828693688994,0.0,22.147500943930527
77,208.424432925,15.110927619182446,0.0,23.11234048778646
77,213.510064283,15.148164360866335,0.0,24.076125424688563
77,218.598832377,15.133597314750938,0.0,25.587308589832602
77,223.68417204,15.142274231543167,0.0,26.57370935704092
77,228.777960461,15.11713159860048,0.0,27.68710769499012
77,233.863981875,15.140250194636126,0.0,28.8197080753806
77,238.958082537,15.116233588668374,0.0,29.888628956715195
77,244.044043867,15.140443066457358,0.0,30.886603797517758
77,249.132459216,15.133139363330322,0.0,31.865846107340666
76,254.171959132,15.081697344163345,0.0,33.70980446089218
77,259.240457429,15.192626767255549,0.0,33.84967882485964
77,264.333396527,15.120192408462122,0.0,34.52453888225156
77,269.424170277,15.128005849397098,0.0,35.51024529964747
77,274.511836137,15.135365502091851,0.0,36.51155702871019
77,279.598319976,15.138887912943986,0.0,37.51425962555325
77,284.683368224,15.143314778381168,0.0,38.51545364640451
77,289.776581742,15.12462399563557,0.0,44.82348123056419
77,294.875122357,15.103088749803595,0.0,47.114010770071495
77,299.949485198,15.175049530262955,0.0,46.47451177012099
76,304.979367534,15.110982633825287,0.0,128.46386210364412
